State, Year, Enrolled Agencies, Participating, Enrolled
MN,2019,"Arlington Police Department",Yes,Yes
MN,2019,"Ashby Police Department",,Yes
MN,2019,"Atwater Police Department",Yes,Yes
MN,2019,"Aurora Police Department",,Yes
MN,2019,"Austin Police Department",Yes,Yes
MN,2019,"Avon Police Department",Yes,Yes
MN,2019,"Babbitt Police Department",Yes,Yes
MN,2019,"Barnesville Police Department",Yes,Yes
MN,2019,"Battle Lake Police Department",Yes,Yes
MN,2019,"Baudette Police Department",,Yes
MN,2019,"Baxter Police Department",Yes,Yes
MN,2019,"Bayport Police Department",Yes,Yes
MN,2019,"Becker County Sheriff's Office",Yes,Yes
MN,2019,"Becker Police Department",Yes,Yes
MN,2019,"Belgrade/Brooten Police Department",Yes,Yes
MN,2019,"Belle Plaine Police Department",Yes,Yes
MN,2019,"Beltrami County Sheriff's Office",Yes,Yes
MN,2019,"Bemidji Police Department",Yes,Yes
MN,2019,"Benson Police Department",Yes,Yes
MN,2019,"Benton County Sheriff's Office",Yes,Yes
MN,2019,"Big Lake Police Department",Yes,Yes
MN,2019,"Big Stone County Sheriff's Office",Yes,Yes
MN,2019,"Biwabik Police Department",,Yes
MN,2019,"Blackduck Police Department",Yes,Yes
MN,2019,"Blaine Police Department",Yes,Yes
MN,2019,"Blooming Prairie Police Department",Yes,Yes
MN,2019,"Bloomington Police Department",Yes,Yes
MN,2019,"Blue Earth County Sheriff's Office",Yes,Yes
MN,2019,"Blue Earth Police Department",Yes,Yes
MN,2019,"Bovey Police Department",Yes,Yes
MN,2019,"Braham Police Department",Yes,Yes
MN,2019,"Brainerd Police Department",Yes,Yes
MN,2019,"Breckenridge Police Department",Yes,Yes
MN,2019,"Breezy Point Police Department",Yes,Yes
MN,2019,"Breitung Township Police Department",,Yes
MN,2019,"Brooklyn Center Police Department",Yes,Yes
MN,2019,"Brooklyn Park Police Department",Yes,Yes
MN,2019,"Brown County Sheriff's Office",Yes,Yes
MN,2019,"Browns Valley Police Department",,Yes
MN,2019,"Brownton Police Department",,Yes
MN,2019,"Buffalo Lake Police Department",Yes,Yes
MN,2019,"Buffalo Police Department",Yes,Yes
MN,2019,"Bureau of Criminal Apprehension",Yes,Yes
MN,2019,"Burnsville Police Department",Yes,Yes
MN,2019,"Caledonia Police Department",Yes,Yes
MN,2019,"Cambridge Police Department",Yes,Yes
MN,2019,"Canby Police Department",,Yes
MN,2019,"Cannon Falls Police Department",Yes,Yes
MN,2019,"Capitol Security, St. Paul",Yes,Yes
MN,2019,"Carlton County Sheriff's Office",Yes,Yes
MN,2019,"Carver County Sheriff's Office",Yes,Yes
MN,2019,"Cass County Sheriff's Office",Yes,Yes
MN,2019,"Centennial Lakes Police Department",Yes,Yes
MN,2019,"Champlin Police Department",Yes,Yes
MN,2019,"Chanhassen",,Yes
MN,2019,"Chaska Police Department",Yes,Yes
MN,2019,"Chippewa County Sheriff's Office",Yes,Yes
MN,2019,"Chisago City Police Department",,Yes
MN,2019,"Chisago County Sheriff's Office",Yes,Yes
MN,2019,"Chisholm Police Department",Yes,Yes
MN,2019,"Clara City Police Department",Yes,Yes
MN,2019,"Claremont Police Department",,Yes
MN,2019,"Clarkfield",,Yes
MN,2019,"Clay County Sheriff's Office",Yes,Yes
MN,2019,"Clearwater County Sheriff's Office",,Yes
MN,2019,"Climax Police Department",Yes,Yes
MN,2019,"Cloquet Police Department",Yes,Yes
MN,2019,"Cold Spring/Richmond Police Department",Yes,Yes
MN,2019,"Coleraine Police Department",Yes,Yes
MN,2019,"Columbia Heights Police Department",Yes,Yes
MN,2019,"Comfrey Police Department",Yes,Yes
MN,2019,"Cook County Sheriff's Office",Yes,Yes
MN,2019,"Coon Rapids Police Department",Yes,Yes
MN,2019,"Corcoran Police Department",Yes,Yes
MN,2019,"Cottage Grove Police Department",Yes,Yes
MN,2019,"Cottonwood County Sheriff's Office",Yes,Yes
MN,2019,"Crookston Police Department",Yes,Yes
MN,2019,"Crosby Police Department",Yes,Yes
MN,2019,"Crosslake Police Department",,Yes
MN,2019,"Crow Wing County Sheriff's Office",Yes,Yes
MN,2019,"Crystal Police Department",Yes,Yes
MN,2019,"Cuyuna Police Department",Yes,Yes
MN,2019,"Dakota County Sheriff's Office",Yes,Yes
MN,2019,"Danube Police Department",,Yes
MN,2019,"Dawson/Boyd Police Department",Yes,Yes
MN,2019,"Dayton Police Department",Yes,Yes
MN,2019,"Deephaven Police Department",Yes,Yes
MN,2019,"Deer River Police Department",Yes,Yes
MN,2019,"Deerwood Police Department",Yes,Yes
MN,2019,"Delano Police Department",,Yes
MN,2019,"Department of Natural Resources Enforcement Division",Yes,Yes
MN,2019,"Detroit Lakes Police Department",Yes,Yes
MN,2019,"Dilworth Police Department",Yes,Yes
MN,2019,"Dodge County Sheriff's Office",Yes,Yes
MN,2019,"Douglas County Sheriff's Office",Yes,Yes
MN,2019,"Duluth Police Department",Yes,Yes
MN,2019,"Dundas Police Department",Yes,Yes
MN,2019,"Eagan Police Department",Yes,Yes
MN,2019,"Eagle Lake Police Department",Yes,Yes
MN,2019,"East Bethel Police Department",,Yes
MN,2019,"East Grand Forks Police Department",Yes,Yes
MN,2019,"East Range Police Department",,Yes
MN,2019,"Echo Police Department",,Yes
MN,2019,"Eden Prairie Police Department",Yes,Yes
MN,2019,"Eden Valley Police Department",Yes,Yes
MN,2019,"Edina Police Department",Yes,Yes
MN,2019,"Elbow Lake Police Department",,Yes
MN,2019,"Elgin Police Department",,Yes
MN,2019,"Elko New Market Police Department",Yes,Yes
MN,2019,"Elk River Police Department",Yes,Yes
MN,2019,"Elmore Police Department",Yes,Yes
MN,2019,"Ely Police Department",Yes,Yes
MN,2019,"Eveleth Police Department",Yes,Yes
MN,2019,"Fairfax Police Department",Yes,Yes
MN,2019,"Fairmont Police Department",Yes,Yes
MN,2019,"Falcon Heights Police Department",,Yes
MN,2019,"Faribault County Sheriff's Office",Yes,Yes
MN,2019,"Faribault Police Department",Yes,Yes
MN,2019,"Farmington Police Department",Yes,Yes
MN,2019,"Fergus Falls Police Department",Yes,Yes
MN,2019,"Fillmore County Sheriff's Office",Yes,Yes
MN,2019,"Fisher Police Department",Yes,Yes
MN,2019,"Floodwood Police Department",Yes,Yes
MN,2019,"Fond du Lac Tribal",,Yes
MN,2019,"Forest Lake Police Department",Yes,Yes
MN,2019,"Fountain Police Department",,Yes
MN,2019,"Franklin Police Department",,Yes
MN,2019,"Freeborn County Sheriff's Office",Yes,Yes
MN,2019,"Fridley Police Department",Yes,Yes
MN,2019,"Frost Police Department",,Yes
MN,2019,"Fulda Police Department",Yes,Yes
MN,2019,"Gaylord Police Department",Yes,Yes
MN,2019,"Gilbert Police Department",Yes,Yes
MN,2019,"Glencoe Police Department",Yes,Yes
MN,2019,"Glenwood Police Department",Yes,Yes
MN,2019,"Golden Valley Police Department",Yes,Yes
MN,2019,"Goodhue County Sheriff's Office",Yes,Yes
MN,2019,"Goodview Police Department",Yes,Yes
MN,2019,"Grand Marais Police Department",,Yes
MN,2019,"Grand Rapids Police Department",Yes,Yes
MN,2019,"Granite Falls Police Department",Yes,Yes
MN,2019,"Grant County Sheriff's Office",Yes,Yes
MN,2019,"Hallock Police Department",Yes,Yes
MN,2019,"Ham Lake Police Department",,Yes
MN,2019,"Hancock  Police Department",,Yes
MN,2019,"Hastings Police Department",Yes,Yes
MN,2019,"Hawley Police Department",Yes,Yes
MN,2019,"Hector Police Department",Yes,Yes
MN,2019,"Hennepin County Sheriff's Office",,Yes
MN,2019,"Hermantown Police Department",,Yes
MN,2019,"Hibbing Police Department",Yes,Yes
MN,2019,"Hill City Police Department",Yes,Yes
MN,2019,"Hilltop Police Department",Yes,Yes
MN,2019,"Hokah Police Department",Yes,Yes
MN,2019,"Hopkins Police Department",Yes,Yes
MN,2019,"Houston County Sheriff's Office",Yes,Yes
MN,2019,"Houston Police Department",Yes,Yes
MN,2019,"Howard Lake Police Department",Yes,Yes
MN,2019,"Hoyt Lakes Police Department",,Yes
MN,2019,"Hubbard County Sheriff's Office",Yes,Yes
MN,2019,"Hugo Police Department",,Yes
MN,2019,"Hutchinson Police Department",Yes,Yes
MN,2019,"International Falls Police Department",Yes,Yes
MN,2019,"Inver Grove Heights Police Department",Yes,Yes
MN,2019,"Isanti County Sheriff's Office",Yes,Yes
MN,2019,"Isanti Police Department",Yes,Yes
MN,2019,"Isle Police Department",Yes,Yes
MN,2019,"Itasca County Sheriff's Office",Yes,Yes
MN,2019,"Jackson County Sheriff's Office",Yes,Yes
MN,2019,"Jackson Police Department",,Yes
MN,2019,"Janesville Police Department",Yes,Yes
MN,2019,"Jordan Police Department",Yes,Yes
MN,2019,"Kanabec County Sheriff's Office",Yes,Yes
MN,2019,"Kandiyohi County Sheriff's Office",Yes,Yes
MN,2019,"Kasson Police Department",Yes,Yes
MN,2019,"Keewatin Police Department",Yes,Yes
MN,2019,"Kenyon Police Department",,Yes
MN,2019,"Kimball Police Department",,Yes
MN,2019,"Kittson County Sheriff's Office",Yes,Yes
MN,2019,"Koochiching County Sheriff's Office",Yes,Yes
MN,2019,"Lac Qui Parle County Sheriff's Office",Yes,Yes
MN,2019,"La Crescent Police Department",Yes,Yes
MN,2019,"Lake City Police Department",Yes,Yes
MN,2019,"Lake County Sheriff's Office",Yes,Yes
MN,2019,"Lake Crystal Police Department",Yes,Yes
MN,2019,"Lake Elmo Police Department",,Yes
MN,2019,"Lakefield Police Department",Yes,Yes
MN,2019,"Lake of the Woods County Sheriff's Office",Yes,Yes
MN,2019,"Lakes Area Police Department",Yes,Yes
MN,2019,"Lake Shore Police Department",Yes,Yes
MN,2019,"Lakeville Police Department",Yes,Yes
MN,2019,"Lamberton Police Department",,Yes
MN,2019,"Lauderdale Police Department",Yes,Yes
MN,2019,"Le Center Police Department",Yes,Yes
MN,2019,"Lester Prairie Police Department",,Yes
MN,2019,"Le Sueur County Sheriff's Office",Yes,Yes
MN,2019,"Le Sueur Police Department",Yes,Yes
MN,2019,"Lewiston Police Department",Yes,Yes
MN,2019,"Lexington Police Department",,Yes
MN,2019,"Lincoln County Sheriff's Office",,Yes
MN,2019,"Lindstrom Police Department",,Yes
MN,2019,"Lino Lakes Police Department",Yes,Yes
MN,2019,"Litchfield Police Department",Yes,Yes
MN,2019,"Little Canada Police Department",,Yes
MN,2019,"Little Falls Police Department",Yes,Yes
MN,2019,"Long Lake Police Department",,Yes
MN,2019,"Long Prairie Police Department",Yes,Yes
MN,2019,"Longville Police Department",,Yes
MN,2019,"Lonsdale Police Department",Yes,Yes
MN,2019,"Luverne Police Department",,Yes
MN,2019,"Lyon County Sheriff's Office",Yes,Yes
MN,2019,"Madelia Police Department",Yes,Yes
MN,2019,"Madison Lake Police Department",Yes,Yes
MN,2019,"Madison Police Department",,Yes
MN,2019,"Mahnomen County Sheriff's Office",Yes,Yes
MN,2019,"Mahtomedi Police Department",,Yes
MN,2019,"Mankato Police Department",Yes,Yes
MN,2019,"Maple Grove Police Department",Yes,Yes
MN,2019,"Maple Plain Police Department",,Yes
MN,2019,"Mapleton Police Department",Yes,Yes
MN,2019,"Maplewood Police Department",Yes,Yes
MN,2019,"Marshall County Sheriff's Office",Yes,Yes
MN,2019,"Marshall Police Department",Yes,Yes
MN,2019,"Martin County Sheriff's Office",Yes,Yes
MN,2019,"McGregor Police Department",,Yes
MN,2019,"McLeod County Sheriff's Office",,Yes
MN,2019,"Medina Police Department",Yes,Yes
MN,2019,"Meeker County Sheriff's Office",Yes,Yes
MN,2019,"Melrose Police Department",Yes,Yes
MN,2019,"Menahga Police Department",,Yes
MN,2019,"Mendota Heights Police Department",Yes,Yes
MN,2019,"Metropolitan Transit Commission",Yes,Yes
MN,2019,"Milaca Police Department",Yes,Yes
MN,2019,"Mille Lacs County Sheriff's Office",Yes,Yes
MN,2019,"Mille Lacs Tribal",Yes,Yes
MN,2019,"Minneapolis Park Police Department",,Yes
MN,2019,"Minneapolis Police Department",Yes,Yes
MN,2019,"Minneapolis-St. Paul International Airport",Yes,Yes
MN,2019,"Minneota Police Department",Yes,Yes
MN,2019,"Minnesota Lake Police Department",,Yes
MN,2019,"Minnesota State Fair Police",Yes,Yes
MN,2019,"Minnesota State Patrol",Yes,Yes
MN,2019,"Minnetonka Beach Police Department",,Yes
MN,2019,"Minnetonka Police Department",Yes,Yes
MN,2019,"Minnetrista Police Department",Yes,Yes
MN,2019,"Montevideo Police Department",Yes,Yes
MN,2019,"Montgomery Police Department",Yes,Yes
MN,2019,"Monticello Police Department",,Yes
MN,2019,"Moorhead Police Department",Yes,Yes
MN,2019,"Moose Lake Police Department",Yes,Yes
MN,2019,"Mora Police Department",,Yes
MN,2019,"Morrison County Sheriff's Office",Yes,Yes
MN,2019,"Morris Police Department",Yes,Yes
MN,2019,"Morristown Police Department",,Yes
MN,2019,"Motley Police Department",Yes,Yes
MN,2019,"Mound Police Department",,Yes
MN,2019,"Mounds View Police Department",Yes,Yes
MN,2019,"Mountain Iron Police Department",,Yes
MN,2019,"Mountain Lake Police Department",Yes,Yes
MN,2019,"Mower County Sheriff's Office",Yes,Yes
MN,2019,"Murray County Sheriff's Office",Yes,Yes
MN,2019,"Nashwauk Police Department",,Yes
MN,2019,"New Brighton Police Department",Yes,Yes
MN,2019,"New Hope Police Department",Yes,Yes
MN,2019,"Newport Police Department",,Yes
MN,2019,"New Prague Police Department",Yes,Yes
MN,2019,"New Richland Police Department",,Yes
MN,2019,"New Ulm Police Department",Yes,Yes
MN,2019,"Nicollet County Sheriff's Office",Yes,Yes
MN,2019,"Nobles County Sheriff's Office",Yes,Yes
MN,2019,"Norman County Sheriff's Office",Yes,Yes
MN,2019,"North Branch Police Department",Yes,Yes
MN,2019,"Northfield Police Department",Yes,Yes
MN,2019,"North Mankato Police Department",Yes,Yes
MN,2019,"North Oaks Police Department",,Yes
MN,2019,"North St. Paul Police Department",Yes,Yes
MN,2019,"Oakdale Police Department",,Yes
MN,2019,"Oak Park Heights Police Department",Yes,Yes
MN,2019,"Olivia Police Department",Yes,Yes
MN,2019,"Olmsted County Sheriff's Office",Yes,Yes
MN,2019,"Onamia Police Department",Yes,Yes
MN,2019,"Orono Police Department",Yes,Yes
MN,2019,"Ortonville Police Department",Yes,Yes
MN,2019,"Osakis Police Department",Yes,Yes
MN,2019,"Osseo Police Department",Yes,Yes
MN,2019,"Ostrander Police Department",,Yes
MN,2019,"Otter Tail County Sheriff's Office",Yes,Yes
MN,2019,"Owatonna Police Department",Yes,Yes
MN,2019,"Park Rapids Police Department",Yes,Yes
MN,2019,"Paynesville Police Department",Yes,Yes
MN,2019,"Pelican Rapids Police Department",,Yes
MN,2019,"Pennington County Sheriff's Office",Yes,Yes
MN,2019,"Pequot Lakes Police Department",Yes,Yes
MN,2019,"Pierz Police Department",Yes,Yes
MN,2019,"Pike Bay Police Department",Yes,Yes
MN,2019,"Pillager Police Department",Yes,Yes
MN,2019,"Pine County Sheriff's Office",Yes,Yes
MN,2019,"Pine River Police Department",Yes,Yes
MN,2019,"Pipestone County Sheriff's Office",Yes,Yes
MN,2019,"Pipestone Police Department",,Yes
MN,2019,"Plainview Police Department",Yes,Yes
MN,2019,"Plymouth Police Department",Yes,Yes
MN,2019,"Polk County Sheriff's Office",Yes,Yes
MN,2019,"Pope County Sheriff's Office",Yes,Yes
MN,2019,"Preston Police Department",,Yes
MN,2019,"Princeton Police Department",Yes,Yes
MN,2019,"Prior Lake Police Department",Yes,Yes
MN,2019,"Proctor Police Department",Yes,Yes
MN,2019,"Ramsey County Sheriff's Office",,Yes
MN,2019,"Ramsey Police Department",Yes,Yes
MN,2019,"Red Lake County Sheriff's Office",Yes,Yes
MN,2019,"Red Wing Police Department",Yes,Yes
MN,2019,"Redwood County Sheriff's Office",Yes,Yes
MN,2019,"Redwood Falls Police Department",Yes,Yes
MN,2019,"Renville County Sheriff's Office",Yes,Yes
MN,2019,"Renville Police Department",,Yes
MN,2019,"Rice County Sheriff's Office",Yes,Yes
MN,2019,"Richfield Police Department",Yes,Yes
MN,2019,"Richmond Police Department",,Yes
MN,2019,"Robbinsdale Police Department",Yes,Yes
MN,2019,"Rochester Police Department",Yes,Yes
MN,2019,"Rock County Sheriff's Office",Yes,Yes
MN,2019,"Rockford Police Department",,Yes
MN,2019,"Rogers Police Department",Yes,Yes
MN,2019,"Roseau County Sheriff's Office",Yes,Yes
MN,2019,"Roseau Police Department",Yes,Yes
MN,2019,"Rosemount Police Department",Yes,Yes
MN,2019,"Roseville Police Department",Yes,Yes
MN,2019,"Rushford Police Department",Yes,Yes
MN,2019,"Sacred Heart Police Department",,Yes
MN,2019,"Sartell Police Department",Yes,Yes
MN,2019,"Sauk Centre Police Department",Yes,Yes
MN,2019,"Sauk Rapids Police Department",Yes,Yes
MN,2019,"Savage Police Department",Yes,Yes
MN,2019,"Scanlon Police Department",,Yes
MN,2019,"Scott County Sheriff's Office",Yes,Yes
MN,2019,"Shakopee Police Department",,Yes
MN,2019,"Sherburne County Sheriff's Office",Yes,Yes
MN,2019,"Sherburn Police Department",Yes,Yes
MN,2019,"Shoreview Police Department",,Yes
MN,2019,"Sibley County Sheriff's Office",,Yes
MN,2019,"Silver Bay Police Department",Yes,Yes
MN,2019,"Silver Lake Police Department",,Yes
MN,2019,"Slayton Police Department",Yes,Yes
MN,2019,"Sleepy Eye Police Department",Yes,Yes
MN,2019,"South Eastern Faribault County",,Yes
MN,2019,"South Lake Minnetonka Police Department",Yes,Yes
